tSNE1,tSNE2
33.84210458056069,16.740356128169584
-34.36462337807356,-11.31967171732397
-15.984230129487619,34.62967108911261
-32.63711872564239,27.56566214860838
18.961259653769503,-30.962740814517666
-14.670567806349206,-19.168127340680282
31.84165635926615,17.244984383031337
38.18752163300811,5.381304473921194
-17.531174064459154,14.886707378432595
-17.06495157796496,-23.01400464513453
25.968642284157053,-21.643974736837798
32.790659579497714,-7.133997207814704
36.38804726984639,15.034147575027081
2.422991498705023,-12.60136899781378
19.49730368078948,-40.15474517041044
13.572193622130062,35.603037283144225
18.95109352128458,-24.717010097327957
-32.88292105729545,26.62501335743431
-5.292467139508091,-24.437964263015964
-7.530822884561671,10.868742378750955
-28.463453971491933,-16.675504550274404
-1.9132300033195553,-32.46464173861739
33.14850231854157,-27.512008383462277
-19.994103663831307,31.19855427581542
23.607756205229457,-0.7096856813813813
-9.173542331824349,-28.502487857641626
-27.11884795849923,36.423370645474265
-3.779066255991453,-15.850327597745949
-11.775597216231732,-20.01953440476323
-12.877287293517822,36.272980641372136
-15.011858828117695,-30.57215416057574
33.93065426961811,-30.865398182567304
-39.76200794425841,-11.408323331309123
2.05766977979305,-13.629324700221211
-17.401237070746838,-7.874092189056207
-24.59705645852166,26.98573536146875
17.625454437705564,-24.850402644114364
24.392268672094634,-12.80891949495738
21.807836177723885,-13.707577028688306
32.618043985817955,9.069649277927402
0.9600353521014737,39.45889524157674
-30.189267963166422,0.3750226966924015
20.463999183061766,12.278648867327837
8.351314094421891,32.31846406511624
25.974996607402755,-21.947399230186754
-33.0234254973444,0.04363220857370112
28.23711246774658,-13.920126056509103
-32.84728240085468,20.066641281586588
-19.97757651904042,5.458216700609053
2.2757641813913696,-33.072115248493596
-2.9642779043067757,34.69748383501314
-27.328912854821866,-23.06607626432681
21.22427991255249,-22.62269089937999
-13.575186609175685,18.251510321380046
-14.160019617130565,-1.143528337082351
-5.431805189071385,12.795836665925624
-13.86054998542783,17.888707628079874
-22.57936553403198,39.69936821993213
11.672384889930365,-4.326557267563002
-11.135883664265178,-17.44567193787234
11.522554539756023,-0.45107773195217166
-4.491526542331969,24.814542266419384
-3.278807924588672,0.3841457081518183
20.633276233995073,-23.275379029856214
16.50381243008919,-31.731024542904485
29.366318262358124,4.7907011975912335
21.270726048319727,24.43625385744304
21.76076694987775,11.97119732280754
-5.937618228597646,-17.98021158529452
-24.881484014076076,25.78869800599012
-32.004249437635515,-0.6954317390946403
13.251113798950687,-0.8315997414994579
-10.453784525851392,-14.675629797555986
1.708442549791805,39.68366456618647
13.56081386471136,22.96198939237199
-30.77111749132414,-12.162787889967788
-13.537578290897136,-17.550507894829163
34.39052720825252,15.843274040916521
-7.108860630941659,22.628483578045824
12.325125470882826,11.818534879166144
-33.358601648254165,5.661191735006788
28.23586733312179,-30.17592537753548
-16.1241044385025,26.199032203736483
-22.80753547338558,-15.872377611905637
-0.005285668689238437,0.3820816672018921
-20.877339912418023,-5.528387733838482
-28.324105530821047,29.06610622526481
8.401873235236295,31.752883274297698
-6.499174738148517,37.00954882334166
-4.681069763111907,37.093231620674125
7.539894471332337,10.840712689828731
33.42563307773066,-8.392205817348225
-25.438407969979348,41.811378400199956
18.184738470771762,-35.39218002526935
-9.13253616995006,21.218468720289373
-16.453406158608157,-11.278509946546308
26.823707264228446,-19.074405303127502
-12.488011366246056,-8.995098575788164
9.06162937846615,-14.4872805363496
1.3277461049751056,-21.389961860438113
-25.584821234099262,40.86636526527157
33.572313434646205,1.2930582981910979
5.654312492958433,-16.806497494956023
18.01315123427269,22.62447317600839
20.941634039778428,-14.959829314741715
16.83372155381116,18.655595024396433
5.999569950288306,29.429056096025985
25.769724083752052,-11.778496097071107
29.74996764912543,-19.622666102025363
7.104293530311028,19.18510947771373
-6.11846620280893,-15.273532057686303
5.825636406293789,37.32510730619822
35.86568394509252,15.304774240560558
5.947556698339931,26.67013791129148
12.684410284682057,22.6261600403089
35.47341661332707,-5.469881679565297
-28.69865418281763,22.236822434626706
-15.962625571271905,25.239198847564243
31.930144711675922,0.8307398538121348
-25.550134762816985,3.635128244653018
-0.10421001923715646,-12.14847485177055
-7.961176180058914,-30.19431749526282
-14.706524642416003,-19.061157921037257
-12.006458995133178,31.134604276857008
18.305823725691713,-5.7319843261637855
-16.15986175446665,32.267750122278095
-15.08494984280619,44.572851641856175
32.689776157621715,-31.8674384527614
-40.578671857879634,-11.939509680365127
31.262622865203394,15.38647501006797
10.607808295960757,32.62717631634091
2.8627025154741297,-13.78208924724806
8.86261902795646,5.800821571951698
35.59856452169025,-5.692625231460448
23.611084312085826,-0.5496572252060656
38.70083089254034,14.461970938260936
23.31472365262566,-37.41866084630287
-23.040288901738972,-7.273027874471662
-36.77923602474303,-0.8599040339616999
-22.492884836631852,29.98894864546247
25.49065934869127,-33.94267847404133
-29.24543434011655,3.383884094835773
-22.99817543397332,-12.953469595501714
6.730758530970985,18.50900668688553
33.96151010040272,9.353248685326157
-17.777265474195563,34.27898829034484
12.800263003084401,-6.6480268830851905
8.797578078217953,33.1337317528948
-20.479290733266602,41.2041141503086
-14.480809926112084,-30.588484302004357
-0.5681079629224345,0.31449878492694083
18.67653932424939,-41.71232011696848
-25.856320021893886,25.3130386378273
24.53617279339933,-12.802710400794432
21.119822624061953,-22.50117690673002
-40.400969277694216,-10.993518018637381
-36.179624931609474,16.889725818251055
-28.222524422610118,16.71539973726073
-10.598578315918981,-15.087620450314542
-5.602620480984293,-18.941634187027496
23.28615113810703,17.956159044268592
5.052382853629422,37.09413078959797
32.10756027246167,15.28575917128449
11.16948322106592,-4.941656835126526
-2.345567248894762,-0.1750852006591973
-32.863228832723856,-15.383668397023731
11.604677997608254,12.215314648259962
-3.178326201858649,-39.23365322331319
4.118684152666235,7.2677391414576515
-6.590108463677357,-38.04327924780619
26.805672387207508,-0.31353550511138295
-6.027001810424588,-36.41155890306295
-25.83204764419007,-16.871375447957895
